HLA-DPB1,AAFA,01:01,0.299874895409305
HLA-DPB1,AAFA,02:01,0.130325784526962
HLA-DPB1,AAFA,02:02,0.001716612330126
HLA-DPB1,AAFA,03:01,0.0549459095620571
HLA-DPB1,AAFA,04:01,0.10033386955593
HLA-DPB1,AAFA,04:02,0.1289507147892
HLA-DPB1,AAFA,05:01,0.0052030659498587
HLA-DPB1,AAFA,06:01,0.0035929099909512
HLA-DPB1,AAFA,09:01,0.0009847234672074
HLA-DPB1,AAFA,103:01,2.66141480814e-05
HLA-DPB1,AAFA,10:01,0.0044179485814656
HLA-DPB1,AAFA,112:01,1.33070740407e-05
HLA-DPB1,AAFA,11:01,0.0290493426305425
HLA-DPB1,AAFA,122:01,1.33070740407e-05
HLA-DPB1,AAFA,132:01,1.33070740407e-05
HLA-DPB1,AAFA,13:01,0.0404572206027713
HLA-DPB1,AAFA,143:01,2.66141480814e-05
HLA-DPB1,AAFA,14:01,0.0044056612662568
HLA-DPB1,AAFA,155:01,5.32282961617e-05
HLA-DPB1,AAFA,15:01,0.0038989725191508
HLA-DPB1,AAFA,16:01,0.0014105498414263
HLA-DPB1,AAFA,17:01,0.0726242736742946
HLA-DPB1,AAFA,18:01,0.0635013573215521
HLA-DPB1,AAFA,19:01,0.0030340127077225
HLA-DPB1,AAFA,200:01,1.33070740406e-05
HLA-DPB1,AAFA,20:01,0.0011577154340922
HLA-DPB1,AAFA,21:01,3.99212221221e-05
HLA-DPB1,AAFA,23:01,0.0008915732000156
HLA-DPB1,AAFA,249:01,1.33070740407e-05
HLA-DPB1,AAFA,264:01,1.33070740406e-05
HLA-DPB1,AAFA,26:01,0.0002661595140019
HLA-DPB1,AAFA,27:01,0.0002262202586895
HLA-DPB1,AAFA,28:01,0.0007851173651921
HLA-DPB1,AAFA,29:01,0.0024884222637368
HLA-DPB1,AAFA,30:01,0.0054692074306699
HLA-DPB1,AAFA,34:01,0.0011843295663589
HLA-DPB1,AAFA,35:01,0.0001463778144461
HLA-DPB1,AAFA,39:01,0.0057893198150628
HLA-DPB1,AAFA,40:01,0.0132664098474846
HLA-DPB1,AAFA,46:01,0.0004391334414807
HLA-DPB1,AAFA,47:01,2.66141480811e-05
